Month,Age,Deaths
2012-12-01,75-79 years,21.0
2012-12-01,80-84 years,15.0
2012-12-01,85-89 years,19.0
2012-12-01,90-94 years,10.833333333333334
2012-12-01,95-99 years,0.0
2012-12-01,< 1 year,0.0
2012-12-01,Not Stated,0.0
2013-01-01,1-4 years,0.0
2013-01-01,10-14 years,0.0
2013-01-01,100+ years,0.0
2013-01-01,15-19 years,60.0
2013-01-01,20-24 years,276.0
2013-01-01,25-29 years,372.0
2013-01-01,30-34 years,405.0
2013-01-01,35-39 years,370.0
2013-01-01,40-44 years,470.0
2013-01-01,45-49 years,540.0
2013-01-01,5-9 years,0.0
2013-01-01,50-54 years,557.0
2013-01-01,55-59 years,506.0
2013-01-01,60-64 years ,239.0
2013-01-01,65-69 years,112.0
2013-01-01,70-74 years,54.0
2013-01-01,75-79 years,26.0
2013-01-01,80-84 years,26.0
2013-01-01,85-89 years,17.0
2013-01-01,90-94 years,10.666666666666666
2013-01-01,95-99 years,0.0
2013-01-01,< 1 year,0.0
2013-01-01,Not Stated,0.0
2013-02-01,1-4 years,0.0
2013-02-01,10-14 years,0.0
2013-02-01,100+ years,0.0
2013-02-01,15-19 years,69.0
2013-02-01,20-24 years,248.0
2013-02-01,25-29 years,365.0
2013-02-01,30-34 years,386.0
2013-02-01,35-39 years,336.0
2013-02-01,40-44 years,416.0
2013-02-01,45-49 years,511.0
2013-02-01,5-9 years,0.0
2013-02-01,50-54 years,586.0
2013-02-01,55-59 years,445.0
2013-02-01,60-64 years ,189.0
2013-02-01,65-69 years,90.0
2013-02-01,70-74 years,31.0
2013-02-01,75-79 years,27.0
2013-02-01,80-84 years,13.0
2013-02-01,85-89 years,19.0
2013-02-01,90-94 years,10.5
2013-02-01,95-99 years,0.0
2013-02-01,< 1 year,0.0
2013-02-01,Not Stated,0.0
2013-03-01,1-4 years,0.0
2013-03-01,10-14 years,0.0
2013-03-01,100+ years,0.0
2013-03-01,15-19 years,78.0
2013-03-01,20-24 years,277.0
2013-03-01,25-29 years,374.0
2013-03-01,30-34 years,446.0
2013-03-01,35-39 years,396.0
2013-03-01,40-44 years,444.0
2013-03-01,45-49 years,539.0
2013-03-01,5-9 years,0.0
2013-03-01,50-54 years,662.0
2013-03-01,55-59 years,478.0
2013-03-01,60-64 years ,206.0
2013-03-01,65-69 years,89.0
2013-03-01,70-74 years,43.0
2013-03-01,75-79 years,28.0
2013-03-01,80-84 years,16.0
2013-03-01,85-89 years,13.0
2013-03-01,90-94 years,10.333333333333334
2013-03-01,95-99 years,0.0
2013-03-01,< 1 year,0.0
2013-03-01,Not Stated,0.0
2013-04-01,1-4 years,0.0
2013-04-01,10-14 years,0.0
2013-04-01,100+ years,0.0
2013-04-01,15-19 years,44.0
2013-04-01,20-24 years,254.0
2013-04-01,25-29 years,354.0
2013-04-01,30-34 years,417.0
2013-04-01,35-39 years,365.0
2013-04-01,40-44 years,460.0
2013-04-01,45-49 years,519.0
2013-04-01,5-9 years,0.0
2013-04-01,50-54 years,562.0
2013-04-01,55-59 years,423.0
2013-04-01,60-64 years ,239.0
2013-04-01,65-69 years,97.0
2013-04-01,70-74 years,39.0
2013-04-01,75-79 years,18.0
2013-04-01,80-84 years,17.0
2013-04-01,85-89 years,13.0
2013-04-01,90-94 years,10.166666666666666
2013-04-01,95-99 years,0.0
2013-04-01,< 1 year,0.0
2013-04-01,Not Stated,0.0
2013-05-01,1-4 years,0.0
2013-05-01,10-14 years,0.0
2013-05-01,100+ years,0.0
2013-05-01,15-19 years,52.0
2013-05-01,20-24 years,282.0
2013-05-01,25-29 years,380.0
2013-05-01,30-34 years,374.0
2013-05-01,35-39 years,376.0
2013-05-01,40-44 years,455.0
2013-05-01,45-49 years,528.0
2013-05-01,5-9 years,0.0
2013-05-01,50-54 years,574.0
2013-05-01,55-59 years,407.0
2013-05-01,60-64 years ,230.0
2013-05-01,65-69 years,94.0
2013-05-01,70-74 years,46.0
2013-05-01,75-79 years,19.0
2013-05-01,80-84 years,14.0
2013-05-01,85-89 years,23.0
2013-05-01,90-94 years,10.0
2013-05-01,95-99 years,0.0
2013-05-01,< 1 year,0.0
2013-05-01,Not Stated,0.0
2013-06-01,1-4 years,0.0
2013-06-01,10-14 years,0.0
2013-06-01,100+ years,0.0
2013-06-01,15-19 years,55.0
2013-06-01,20-24 years,263.0
2013-06-01,25-29 years,367.0
2013-06-01,30-34 years,419.0
2013-06-01,35-39 years,384.0
2013-06-01,40-44 years,447.0
2013-06-01,45-49 years,509.0
2013-06-01,5-9 years,0.0
2013-06-01,50-54 years,552.0
2013-06-01,55-59 years,424.0
2013-06-01,60-64 years ,258.0
2013-06-01,65-69 years,82.0
2013-06-01,70-74 years,48.0
2013-06-01,75-79 years,19.0
2013-06-01,80-84 years,16.0
2013-06-01,85-89 years,19.0
2013-06-01,90-94 years,10.0
2013-06-01,95-99 years,0.0
2013-06-01,< 1 year,0.0
2013-06-01,Not Stated,0.0
2013-07-01,1-4 years,0.0
2013-07-01,10-14 years,0.0
2013-07-01,100+ years,0.0
2013-07-01,15-19 years,53.0
2013-07-01,20-24 years,250.0
2013-07-01,25-29 years,350.0
2013-07-01,30-34 years,425.0
2013-07-01,35-39 years,385.0
2013-07-01,40-44 years,425.0
2013-07-01,45-49 years,518.0
2013-07-01,5-9 years,0.0
2013-07-01,50-54 years,536.0
2013-07-01,55-59 years,425.0
2013-07-01,60-64 years ,249.0
2013-07-01,65-69 years,117.0
2013-07-01,70-74 years,35.0
2013-07-01,75-79 years,29.0
2013-07-01,80-84 years,21.0
2013-07-01,85-89 years,14.0
2013-07-01,90-94 years,10.0
2013-07-01,95-99 years,0.0
2013-07-01,< 1 year,0.0
2013-07-01,Not Stated,0.0
2013-08-01,1-4 years,0.0
2013-08-01,10-14 years,0.0
2013-08-01,100+ years,0.0
2013-08-01,15-19 years,63.0
2013-08-01,20-24 years,235.0
2013-08-01,25-29 years,336.0
2013-08-01,30-34 years,424.0
2013-08-01,35-39 years,410.0
2013-08-01,40-44 years,434.0
2013-08-01,45-49 years,521.0
2013-08-01,5-9 years,0.0
2013-08-01,50-54 years,535.0
2013-08-01,55-59 years,406.0
2013-08-01,60-64 years ,248.0
2013-08-01,65-69 years,112.0
2013-08-01,70-74 years,40.0
2013-08-01,75-79 years,25.0
2013-08-01,80-84 years,20.0
2013-08-01,85-89 years,19.0
2013-08-01,90-94 years,10.0
2013-08-01,95-99 years,0.0
2013-08-01,< 1 year,0.0
2013-08-01,Not Stated,0.0
2013-09-01,1-4 years,0.0
2013-09-01,10-14 years,0.0
2013-09-01,100+ years,0.0
2013-09-01,15-19 years,55.0
2013-09-01,20-24 years,240.0
2013-09-01,25-29 years,358.0
2013-09-01,30-34 years,434.0
2013-09-01,35-39 years,374.0
2013-09-01,40-44 years,391.0
2013-09-01,45-49 years,441.0
2013-09-01,5-9 years,0.0
2013-09-01,50-54 years,518.0
2013-09-01,55-59 years,411.0
2013-09-01,60-64 years ,233.0
2013-09-01,65-69 years,87.0
2013-09-01,70-74 years,32.0
2013-09-01,75-79 years,28.0
2013-09-01,80-84 years,21.0
2013-09-01,85-89 years,11.0
2013-09-01,90-94 years,10.0
2013-09-01,95-99 years,0.0
2013-09-01,< 1 year,0.0
2013-09-01,Not Stated,0.0
2013-10-01,1-4 years,0.0
2013-10-01,10-14 years,0.0
2013-10-01,100+ years,0.0
2013-10-01,15-19 years,56.0
2013-10-01,20-24 years,246.0
2013-10-01,25-29 years,316.0
2013-10-01,30-34 years,392.0
2013-10-01,35-39 years,388.0
2013-10-01,40-44 years,420.0
2013-10-01,45-49 years,465.0
2013-10-01,5-9 years,0.0
2013-10-01,50-54 years,512.0
2013-10-01,55-59 years,419.0
2013-10-01,60-64 years ,230.0
2013-10-01,65-69 years,120.0
2013-10-01,70-74 years,57.0
2013-10-01,75-79 years,25.0
2013-10-01,80-84 years,19.0
2013-10-01,85-89 years,15.0
2013-10-01,90-94 years,10.0
2013-10-01,95-99 years,0.0
2013-10-01,< 1 year,0.0
2013-10-01,Not Stated,0.0
2013-11-01,1-4 years,0.0
2013-11-01,10-14 years,0.0
2013-11-01,100+ years,0.0
2013-11-01,15-19 years,69.0
2013-11-01,20-24 years,232.0
2013-11-01,25-29 years,339.0
2013-11-01,30-34 years,397.0
2013-11-01,35-39 years,382.0
2013-11-01,40-44 years,451.0
2013-11-01,45-49 years,516.0
2013-11-01,5-9 years,0.0
2013-11-01,50-54 years,527.0
2013-11-01,55-59 years,421.0
2013-11-01,60-64 years ,227.0
2013-11-01,65-69 years,117.0
2013-11-01,70-74 years,52.0
2013-11-01,75-79 years,34.0
2013-11-01,80-84 years,18.0
2013-11-01,85-89 years,12.5
2013-11-01,90-94 years,10.0
2013-11-01,95-99 years,0.0
2013-11-01,< 1 year,0.0
2013-11-01,Not Stated,0.0
2013-12-01,1-4 years,0.0
2013-12-01,10-14 years,0.0
2013-12-01,100+ years,0.0
2013-12-01,15-19 years,55.0
2013-12-01,20-24 years,263.0
2013-12-01,25-29 years,392.0
2013-12-01,30-34 years,412.0
2013-12-01,35-39 years,387.0
2013-12-01,40-44 years,439.0
2013-12-01,45-49 years,519.0
2013-12-01,5-9 years,0.0
2013-12-01,50-54 years,582.0
2013-12-01,55-59 years,481.0
2013-12-01,60-64 years ,255.0
2013-12-01,65-69 years,102.0
2013-12-01,70-74 years,41.0
2013-12-01,75-79 years,24.0
2013-12-01,80-84 years,13.0
2013-12-01,85-89 years,10.0
2013-12-01,90-94 years,10.0
2013-12-01,95-99 years,0.0
2013-12-01,< 1 year,0.0
2013-12-01,Not Stated,0.0
2014-01-01,1-4 years,0.0
2014-01-01,10-14 years,0.0
2014-01-01,100+ years,0.0
2014-01-01,15-19 years,56.0
2014-01-01,20-24 years,279.0
2014-01-01,25-29 years,374.0
2014-01-01,30-34 years,496.0
2014-01-01,35-39 years,438.0
2014-01-01,40-44 years,476.0
2014-01-01,45-49 years,532.0
2014-01-01,5-9 years,0.0
2014-01-01,50-54 years,615.0
2014-01-01,55-59 years,540.0
2014-01-01,60-64 years ,256.0
2014-01-01,65-69 years,113.0
2014-01-01,70-74 years,50.0
2014-01-01,75-79 years,28.0
2014-01-01,80-84 years,20.0
2014-01-01,85-89 years,10.0
2014-01-01,90-94 years,10.0
2014-01-01,95-99 years,0.0
2014-01-01,< 1 year,0.0
2014-01-01,Not Stated,0.0
2014-02-01,1-4 years,0.0
2014-02-01,10-14 years,0.0
2014-02-01,100+ years,0.0
2014-02-01,15-19 years,57.0
2014-02-01,20-24 years,241.0
2014-02-01,25-29 years,416.0
2014-02-01,30-34 years,422.0
2014-02-01,35-39 years,423.0
2014-02-01,40-44 years,457.0
2014-02-01,45-49 years,546.0
2014-02-01,5-9 years,0.0
2014-02-01,50-54 years,589.0
2014-02-01,55-59 years,476.0
2014-02-01,60-64 years ,265.0
2014-02-01,65-69 years,108.0
2014-02-01,70-74 years,39.0
2014-02-01,75-79 years,14.0
2014-02-01,80-84 years,19.0
2014-02-01,85-89 years,13.5
2014-02-01,90-94 years,10.0
2014-02-01,95-99 years,0.0
2014-02-01,< 1 year,0.0
2014-02-01,Not Stated,0.0
2014-03-01,1-4 years,0.0
2014-03-01,10-14 years,0.0
2014-03-01,100+ years,0.0
2014-03-01,15-19 years,68.0
2014-03-01,20-24 years,289.0
2014-03-01,25-29 years,421.0
2014-03-01,30-34 years,475.0
2014-03-01,35-39 years,440.0
2014-03-01,40-44 years,496.0
2014-03-01,45-49 years,544.0
2014-03-01,5-9 years,0.0
2014-03-01,50-54 years,600.0
2014-03-01,55-59 years,469.0
2014-03-01,60-64 years ,275.0
2014-03-01,65-69 years,118.0
2014-03-01,70-74 years,47.0
2014-03-01,75-79 years,25.0
2014-03-01,80-84 years,30.0
2014-03-01,85-89 years,17.0
2014-03-01,90-94 years,10.0
2014-03-01,95-99 years,0.0
2014-03-01,< 1 year,0.0
2014-03-01,Not Stated,0.0
2014-04-01,1-4 years,0.0
2014-04-01,10-14 years,0.0
2014-04-01,100+ years,0.0
2014-04-01,15-19 years,49.0
2014-04-01,20-24 years,261.0
2014-04-01,25-29 years,386.0
2014-04-01,30-34 years,390.0
2014-04-01,35-39 years,418.0
2014-04-01,40-44 years,439.0
2014-04-01,45-49 years,509.0
2014-04-01,5-9 years,0.0
2014-04-01,50-54 years,545.0
2014-04-01,55-59 years,460.0
2014-04-01,60-64 years ,247.0
2014-04-01,65-69 years,102.0
2014-04-01,70-74 years,53.0
2014-04-01,75-79 years,20.0
2014-04-01,80-84 years,16.0
2014-04-01,85-89 years,18.0
2014-04-01,90-94 years,10.0
2014-04-01,95-99 years,0.0
2014-04-01,< 1 year,0.0
2014-04-01,Not Stated,0.0
2014-05-01,1-4 years,0.0
2014-05-01,10-14 years,0.0
2014-05-01,100+ years,0.0
2014-05-01,15-19 years,49.0
2014-05-01,20-24 years,259.0
2014-05-01,25-29 years,401.0
2014-05-01,30-34 years,490.0
2014-05-01,35-39 years,411.0
2014-05-01,40-44 years,466.0
2014-05-01,45-49 years,503.0
2014-05-01,5-9 years,0.0
2014-05-01,50-54 years,571.0
2014-05-01,55-59 years,473.0
2014-05-01,60-64 years ,267.0
2014-05-01,65-69 years,105.0
2014-05-01,70-74 years,60.0
2014-05-01,75-79 years,22.0
2014-05-01,80-84 years,17.0
2014-05-01,85-89 years,10.0
2014-05-01,90-94 years,10.0
2014-05-01,95-99 years,0.0
2014-05-01,< 1 year,0.0
2014-05-01,Not Stated,0.0
2014-06-01,1-4 years,0.0
2014-06-01,10-14 years,0.0
2014-06-01,100+ years,0.0
2014-06-01,15-19 years,53.0
2014-06-01,20-24 years,249.0
2014-06-01,25-29 years,390.0
2014-06-01,30-34 years,426.0
2014-06-01,35-39 years,406.0
2014-06-01,40-44 years,471.0
2014-06-01,45-49 years,466.0
2014-06-01,5-9 years,0.0
2014-06-01,50-54 years,561.0
2014-06-01,55-59 years,464.0
2014-06-01,60-64 years ,211.0
2014-06-01,65-69 years,110.0
2014-06-01,70-74 years,50.0
2014-06-01,75-79 years,36.0
2014-06-01,80-84 years,18.0
2014-06-01,85-89 years,19.0
2014-06-01,90-94 years,10.0
2014-06-01,95-99 years,0.0
2014-06-01,< 1 year,0.0
2014-06-01,Not Stated,0.0
2014-07-01,1-4 years,0.0
2014-07-01,10-14 years,0.0
2014-07-01,100+ years,0.0
2014-07-01,15-19 years,60.0
2014-07-01,20-24 years,277.0
2014-07-01,25-29 years,377.0
2014-07-01,30-34 years,446.0
2014-07-01,35-39 years,440.0
2014-07-01,40-44 years,421.0
2014-07-01,45-49 years,536.0
2014-07-01,5-9 years,0.0
2014-07-01,50-54 years,575.0
2014-07-01,55-59 years,485.0
2014-07-01,60-64 years ,248.0
2014-07-01,65-69 years,115.0
2014-07-01,70-74 years,43.0
2014-07-01,75-79 years,22.0
2014-07-01,80-84 years,15.0
2014-07-01,85-89 years,16.0
2014-07-01,90-94 years,10.0
2014-07-01,95-99 years,0.0
2014-07-01,< 1 year,0.0
2014-07-01,Not Stated,0.0
2014-08-01,1-4 years,0.0
2014-08-01,10-14 years,0.0
2014-08-01,100+ years,0.0
2014-08-01,15-19 years,61.0
2014-08-01,20-24 years,244.0
2014-08-01,25-29 years,376.0
2014-08-01,30-34 years,465.0
2014-08-01,35-39 years,467.0
2014-08-01,40-44 years,469.0
2014-08-01,45-49 years,531.0
2014-08-01,5-9 years,0.0
2014-08-01,50-54 years,584.0
2014-08-01,55-59 years,452.0
2014-08-01,60-64 years ,260.0
2014-08-01,65-69 years,124.0
2014-08-01,70-74 years,54.0
2014-08-01,75-79 years,27.0
2014-08-01,80-84 years,17.0
2014-08-01,85-89 years,15.0
2014-08-01,90-94 years,10.0
2014-08-01,95-99 years,0.0
2014-08-01,< 1 year,0.0
2014-08-01,Not Stated,0.0
2014-09-01,1-4 years,0.0
2014-09-01,10-14 years,0.0
2014-09-01,100+ years,0.0
2014-09-01,15-19 years,66.0
2014-09-01,20-24 years,243.0
2014-09-01,25-29 years,397.0
2014-09-01,30-34 years,440.0
2014-09-01,35-39 years,441.0
2014-09-01,40-44 years,392.0
2014-09-01,45-49 years,484.0
2014-09-01,5-9 years,0.0
2014-09-01,50-54 years,536.0
2014-09-01,55-59 years,448.0
2014-09-01,60-64 years ,240.0
2014-09-01,65-69 years,88.0
2014-09-01,70-74 years,47.0
2014-09-01,75-79 years,23.0
2014-09-01,80-84 years,14.0
2014-09-01,85-89 years,17.0
2014-09-01,90-94 years,10.0
2014-09-01,95-99 years,0.0
2014-09-01,< 1 year,0.0
2014-09-01,Not Stated,0.0
2014-10-01,1-4 years,0.0
2014-10-01,10-14 years,0.0
2014-10-01,100+ years,0.0
2014-10-01,15-19 years,55.0
2014-10-01,20-24 years,292.0
2014-10-01,25-29 years,411.0
2014-10-01,30-34 years,485.0
2014-10-01,35-39 years,429.0
2014-10-01,40-44 years,449.0
2014-10-01,45-49 years,513.0
2014-10-01,5-9 years,0.0
2014-10-01,50-54 years,548.0
2014-10-01,55-59 years,478.0
2014-10-01,60-64 years ,260.0
2014-10-01,65-69 years,122.0
2014-10-01,70-74 years,65.0
2014-10-01,75-79 years,28.0
2014-10-01,80-84 years,22.0
2014-10-01,85-89 years,15.0
2014-10-01,90-94 years,10.0
2014-10-01,95-99 years,0.0
2014-10-01,< 1 year,0.0
2014-10-01,Not Stated,0.0
2014-11-01,1-4 years,0.0
2014-11-01,10-14 years,0.0
2014-11-01,100+ years,0.0
2014-11-01,15-19 years,52.0
2014-11-01,20-24 years,275.0
2014-11-01,25-29 years,408.0
2014-11-01,30-34 years,483.0
2014-11-01,35-39 years,453.0
2014-11-01,40-44 years,469.0
2014-11-01,45-49 years,486.0
2014-11-01,5-9 years,0.0
2014-11-01,50-54 years,579.0
2014-11-01,55-59 years,441.0
2014-11-01,60-64 years ,255.0
2014-11-01,65-69 years,116.0
2014-11-01,70-74 years,48.0
2014-11-01,75-79 years,29.0
2014-11-01,80-84 years,15.0
2014-11-01,85-89 years,12.0
2014-11-01,90-94 years,10.0
2014-11-01,95-99 years,0.0
2014-11-01,< 1 year,0.0
2014-11-01,Not Stated,0.0
2014-12-01,1-4 years,0.0
2014-12-01,10-14 years,0.0
2014-12-01,100+ years,0.0
2014-12-01,15-19 years,63.0
2014-12-01,20-24 years,298.0
2014-12-01,25-29 years,465.0
2014-12-01,30-34 years,510.0
2014-12-01,35-39 years,414.0
2014-12-01,40-44 years,432.0
2014-12-01,45-49 years,542.0
2014-12-01,5-9 years,0.0
2014-12-01,50-54 years,571.0
2014-12-01,55-59 years,435.0
2014-12-01,60-64 years ,242.0
2014-12-01,65-69 years,125.0
2014-12-01,70-74 years,60.0
2014-12-01,75-79 years,33.0
2014-12-01,80-84 years,19.0
2014-12-01,85-89 years,10.0
2014-12-01,90-94 years,10.0
2014-12-01,95-99 years,0.0
2014-12-01,< 1 year,0.0
2014-12-01,Not Stated,0.0
2015-01-01,1-4 years,0.0
2015-01-01,10-14 years,0.0
2015-01-01,100+ years,0.0
2015-01-01,15-19 years,66.0
2015-01-01,20-24 years,296.0
2015-01-01,25-29 years,456.0
2015-01-01,30-34 years,496.0
2015-01-01,35-39 years,488.0
2015-01-01,40-44 years,499.0
2015-01-01,45-49 years,602.0
2015-01-01,5-9 years,0.0
2015-01-01,50-54 years,567.0
2015-01-01,55-59 years,569.0
2015-01-01,60-64 years ,277.0
2015-01-01,65-69 years,129.0
2015-01-01,70-74 years,50.0
2015-01-01,75-79 years,27.0
2015-01-01,80-84 years,38.0
2015-01-01,85-89 years,21.0
2015-01-01,90-94 years,10.0
2015-01-01,95-99 years,0.0
2015-01-01,< 1 year,0.0
2015-01-01,Not Stated,0.0
2015-02-01,1-4 years,0.0
2015-02-01,10-14 years,0.0
2015-02-01,100+ years,0.0
2015-02-01,15-19 years,63.0
2015-02-01,20-24 years,292.0
2015-02-01,25-29 years,432.0
2015-02-01,30-34 years,508.0
2015-02-01,35-39 years,480.0
2015-02-01,40-44 years,467.0
2015-02-01,45-49 years,514.0
2015-02-01,5-9 years,0.0
2015-02-01,50-54 years,590.0
2015-02-01,55-59 years,481.0
2015-02-01,60-64 years ,262.0
2015-02-01,65-69 years,123.0
2015-02-01,70-74 years,45.0
2015-02-01,75-79 years,19.0
2015-02-01,80-84 years,13.0
2015-02-01,85-89 years,13.0
2015-02-01,90-94 years,10.0
2015-02-01,95-99 years,0.0
2015-02-01,< 1 year,0.0
2015-02-01,Not Stated,0.0
2015-03-01,1-4 years,0.0
2015-03-01,10-14 years,0.0
2015-03-01,100+ years,0.0
2015-03-01,15-19 years,68.0
2015-03-01,20-24 years,312.0
2015-03-01,25-29 years,483.0
2015-03-01,30-34 years,560.0
2015-03-01,35-39 years,538.0
2015-03-01,40-44 years,525.0
2015-03-01,45-49 years,575.0
2015-03-01,5-9 years,0.0
2015-03-01,50-54 years,641.0
2015-03-01,55-59 years,561.0
2015-03-01,60-64 years ,305.0
2015-03-01,65-69 years,125.0
2015-03-01,70-74 years,52.0
2015-03-01,75-79 years,19.0
2015-03-01,80-84 years,21.0
2015-03-01,85-89 years,23.0
2015-03-01,90-94 years,10.0
2015-03-01,95-99 years,0.0
2015-03-01,< 1 year,0.0
2015-03-01,Not Stated,0.0
2015-04-01,1-4 years,0.0
2015-04-01,10-14 years,0.0
2015-04-01,100+ years,0.0
2015-04-01,15-19 years,61.0
2015-04-01,20-24 years,309.0
2015-04-01,25-29 years,463.0
2015-04-01,30-34 years,526.0
2015-04-01,35-39 years,474.0
2015-04-01,40-44 years,466.0
2015-04-01,45-49 years,588.0
2015-04-01,5-9 years,0.0
2015-04-01,50-54 years,560.0
2015-04-01,55-59 years,494.0
2015-04-01,60-64 years ,280.0
2015-04-01,65-69 years,116.0
2015-04-01,70-74 years,46.0
2015-04-01,75-79 years,23.0
2015-04-01,80-84 years,15.0
2015-04-01,85-89 years,19.0
2015-04-01,90-94 years,10.0
2015-04-01,95-99 years,0.0
2015-04-01,< 1 year,0.0
2015-04-01,Not Stated,0.0
2015-05-01,1-4 years,0.0
2015-05-01,10-14 years,0.0
2015-05-01,100+ years,0.0
2015-05-01,15-19 years,68.0
2015-05-01,20-24 years,304.0
2015-05-01,25-29 years,473.0
2015-05-01,30-34 years,570.0
2015-05-01,35-39 years,510.0
2015-05-01,40-44 years,516.0
2015-05-01,45-49 years,585.0
2015-05-01,5-9 years,0.0
2015-05-01,50-54 years,580.0
2015-05-01,55-59 years,521.0
2015-05-01,60-64 years ,282.0
2015-05-01,65-69 years,115.0
2015-05-01,70-74 years,56.0
2015-05-01,75-79 years,25.0
2015-05-01,80-84 years,15.5
2015-05-01,85-89 years,19.0
2015-05-01,90-94 years,10.0
2015-05-01,95-99 years,0.0
2015-05-01,< 1 year,0.0
2015-05-01,Not Stated,0.0
2015-06-01,1-4 years,0.0
2015-06-01,10-14 years,0.0
2015-06-01,100+ years,0.0
2015-06-01,15-19 years,57.0
2015-06-01,20-24 years,308.0
2015-06-01,25-29 years,463.0
2015-06-01,30-34 years,526.0
2015-06-01,35-39 years,508.0
2015-06-01,40-44 years,445.0
2015-06-01,45-49 years,490.0
2015-06-01,5-9 years,0.0
2015-06-01,50-54 years,610.0
2015-06-01,55-59 years,461.0
2015-06-01,60-64 years ,239.0
2015-06-01,65-69 years,130.0
2015-06-01,70-74 years,50.0
2015-06-01,75-79 years,24.0
2015-06-01,80-84 years,16.0
2015-06-01,85-89 years,19.0
2015-06-01,90-94 years,10.0
2015-06-01,95-99 years,0.0
2015-06-01,< 1 year,0.0
2015-06-01,Not Stated,0.0
2015-07-01,1-4 years,0.0
2015-07-01,10-14 years,0.0
2015-07-01,100+ years,0.0
2015-07-01,15-19 years,84.0
2015-07-01,20-24 years,284.0
2015-07-01,25-29 years,469.0
2015-07-01,30-34 years,536.0
2015-07-01,35-39 years,508.0
2015-07-01,40-44 years,507.0
